Client,ROLE,MASTER_ROLE,DESC
800,ZSG_BS_UT.DSP_812,ZSG_BS_UT.DSP_XXX,MEAP Directory File Download (LEAC/1801)
800,ZSG_BS_UT.DSP_813,ZSG_BS_UT.DSP_XXX,MEAP Directory File Download (LERM/1802)
800,ZSG_BS_UT.DSP_815,ZSG_BS_UT.DSP_XXX,MEAP Directory File Download (LEHE/1801)
800,ZSG_BS_UT.DSP_833,ZSG_BS_UT.DSP_XXX,MEAP Directory File Download (FAIS/1806)
800,ZSG_BS_UT.DSP_835,ZSG_BS_UT.DSP_XXX,MEAP Directory File Download (FASS/1806)
800,ZSG_BS_UT.DSP_836,ZSG_BS_UT.DSP_XXX,MEAP Directory File Download (FNSV/1805)
800,ZSG_BS_UT.DSP_837,ZSG_BS_UT.DSP_XXX,MEAP Directory File Download (FMSV/1809)
800,ZSG_BS_UT.DSP_838,ZSG_BS_UT.DSP_XXX,MEAP Directory File Download (FASV/1813)
800,ZSG_BS_UT.DSP_851,ZSG_BS_UT.DSP_XXX,MEAP Directory File Download (APCR/1810)
800,ZSG_BS_UT.DSP_861,ZSG_BS_UT.DSP_XXX,MEAP Directory File Download (SCPW/1808)
800,ZSG_BS_UT.DSP_872,ZSG_BS_UT.DSP_XXX,MEAP Directory File Download (PUPS/1802)
800,ZSG_BS_UT.DSP_911,ZSG_BS_UT.DSP_XXX,MEAP Directory File Download (ACDC/1813)
800,ZSG_BS_UT.DSP_XXX,,MEAP File Download
800,ZSG_CO_OM.IOADM_XXX,,MEAP: Controlling - Internal Order Admin
800,ZSG_CO_OM.IORPT_XXX,,MEAP: Controlling - Internal Order Reports
800,ZSG_CO_OM.IOR_TEMP,,
800,ZSG_CO_OM_PLAN.PRO,,MEAP Controlling Planning Cost Center/Activity Type
800,ZSG_CO_PA.SDSP_811,ZSG_CO_PA.SDSP_XXX,MEAP Controlling Profitability Analysis COPA Display and Report(LEPO)
800,ZSG_CO_PA.SDSP_812,ZSG_CO_PA.SDSP_XXX,MEAP Controlling Profitability Analysis COPA Display and Report(LEAC/1801)
800,ZSG_CO_PA.SDSP_813,ZSG_CO_PA.SDSP_XXX,MEAP Controlling Profitability Analysis COPA Display and Report(LERM/1802)
800,ZSG_CO_PA.SDSP_815,ZSG_CO_PA.SDSP_XXX,MEAP Controlling Profitability Analysis COPA Display and Report(LEHE/1801)
800,ZSG_CO_PA.SDSP_816,ZSG_CO_PA.SDSP_XXX,MEAP Controlling Profitability Analysis COPA Display and Report(LESV)
800,ZSG_CO_PA.SDSP_833,ZSG_CO_PA.SDSP_XXX,MEAP Controlling Profitability Analysis COPA Display and Report(FAIS/1806)
800,ZSG_CO_PA.SDSP_835,ZSG_CO_PA.SDSP_XXX,MEAP Controlling Profitability Analysis COPA Display and Report(FASS/1806)
800,ZSG_CO_PA.SDSP_836,ZSG_CO_PA.SDSP_XXX,MEAP Controlling Profitability Analysis COPA Display and Report(FNSV/1805)
800,ZSG_CO_PA.SDSP_837,ZSG_CO_PA.SDSP_XXX,MEAP Controlling Profitability Analysis COPA Display and Report(FMSV/1809)
800,ZSG_CO_PA.SDSP_838,ZSG_CO_PA.SDSP_XXX,MEAP Controlling Profitability Analysis COPA Display and Report(FASV/1824)
800,ZSG_CO_PA.SDSP_851,ZSG_CO_PA.SDSP_XXX,MEAP Controlling Profitability Analysis COPA Display and Report(APCR/1810)
800,ZSG_CO_PA.SDSP_861,ZSG_CO_PA.SDSP_XXX,MEAP Controlling Profitability Analysis COPA Display and Report(SCPW/1808)
800,ZSG_CO_PA.SDSP_872,ZSG_CO_PA.SDSP_XXX,MEAP Controlling Profitability Analysis COPA Display and Report(PUPS/1802)
800,ZSG_CO_PA.SDSP_911,ZSG_CO_PA.SDSP_XXX,MEAP Controlling Profitability Analysis COPA Display & Report (ACDC/1813)
800,ZSG_CO_PA.SDSP_XXX,,MEAP Controlling Profitability Analysis COPA Display and Report
800,ZSG_CS_EM.ADM_836,ZSG_CS_EM.ADM_XXX,Service Master data Maintainance (FNSV/836)
800,ZSG_CS_EM.ADM_837,ZSG_CS_EM.ADM_XXX,Service Master data Maintainance (MECH/837)
800,ZSG_CS_EM.ADM_838,ZSG_CS_EM.ADM_XXX,Service Master data Maintainance for (FASV/838)
800,ZSG_CS_EM.ADM_XXX,,Service Master data Maintainance All
800,ZSG_CS_EM.DSP_511,ZSG_CS_EM.DSP_XXX,Service master data display (ACO/1889)
800,ZSG_CS_EM.DSP_512,ZSG_CS_EM.DSP_XXX,Service master data display (ACO/1889)
800,ZSG_CS_EM.DSP_513,ZSG_CS_EM.DSP_XXX,Service master data display (ACO/1889)
800,ZSG_CS_EM.DSP_515,ZSG_CS_EM.DSP_XXX,Service master data display (ACO/1889)
800,ZSG_CS_EM.DSP_516,ZSG_CS_EM.DSP_XXX,Service master data display (ACO/1889)
800,ZSG_CS_EM.DSP_517,ZSG_CS_EM.DSP_XXX,Service master data display (ACO/1889)
800,ZSG_CS_EM.DSP_518,ZSG_CS_EM.DSP_XXX,Service master data display (ACO/1889)
800,ZSG_CS_EM.DSP_519,ZSG_CS_EM.DSP_XXX,Service master data display (ACO/1889)
800,ZSG_CS_EM.DSP_520,ZSG_CS_EM.DSP_XXX,Service master data display (ACO/1889)
800,ZSG_CS_EM.DSP_521,ZSG_CS_EM.DSP_XXX,Service master data display (ACO/1889)
800,ZSG_CS_EM.DSP_522,ZSG_CS_EM.DSP_XXX,Service master data display (ACO/1889)
800,ZSG_CS_EM.DSP_523,ZSG_CS_EM.DSP_XXX,Service master data display (ACO/1889)
800,ZSG_CS_EM.DSP_615,ZSG_CS_EM.DSP_XXX,Service master data display (AMAF/1890)
800,ZSG_CS_EM.DSP_716,ZSG_CS_EM.DSP_XXX,Service master data display (Procurement/1891)
800,ZSG_CS_EM.DSP_718,ZSG_CS_EM.DSP_XXX,Service master data display (AMIS/1891)
800,ZSG_CS_EM.DSP_833,ZSG_CS_EM.DSP_XXX,Service master data display (FAIS/1820)
800,ZSG_CS_EM.DSP_836,ZSG_CS_EM.DSP_XXX,Service master data display (FACS/1820)
800,ZSG_CS_EM.DSP_837,ZSG_CS_EM.DSP_XXX,Service master data display (FACS/1820)
800,ZSG_CS_EM.DSP_838,ZSG_CS_EM.DSP_XXX,Service master data display (FASV/1820)
800,ZSG_CS_EM.DSP_XXX,,MEAP: Service Master data Display
800,ZSG_CS_EM.ECP_XXX,,Service MD Maint. Export Control
800,ZSG_CS_LO.PRO-GI_831,ZSG_CS_LO.PRO-GI_XXX,Post good issue for service(FAPP/1820)
800,ZSG_CS_LO.PRO-GI_838,ZSG_CS_LO.PRO-GI_XXX,Post good issue for service(FASV/1820)
800,ZSG_CS_LO.PRO-GI_XXX,,Post good issue for service
800,ZSG_CS_LO.PRO-GI_YUSEN,ZSG_CS_LO.PRO-GI_XXX,Post good issue for service-YUSEN
800,ZSG_CS_LO.PRO-GR_831,ZSG_CS_LO.PRO-GR_XXX,Inventory movement processor for Service(FAPP/1820)
800,ZSG_CS_LO.PRO-GR_838,ZSG_CS_LO.PRO-GR_XXX,Inventory movement processor for Service(FASV/1820)
800,ZSG_CS_LO.PRO-GR_XXX,,Inventory movement processor for Service
800,ZSG_CS_LO.PRO-GR_YUSEN,ZSG_CS_LO.PRO-GR_XXX,Inventory movement processor for Service-YUSEN
800,ZSG_CS_NO.ADM,,MEAP: Service Operation Admin for Settlement
800,ZSG_CS_NO.DSP_511,ZSG_CS_NO.DSP_XXX,MEAP: Service Operation Display (ACO/1889)
800,ZSG_CS_NO.DSP_512,ZSG_CS_NO.DSP_XXX,MEAP: Service Operation Display (ACO/1889)
800,ZSG_CS_NO.DSP_513,ZSG_CS_NO.DSP_XXX,MEAP: Service Operation Display (ACO/1889)
800,ZSG_CS_NO.DSP_515,ZSG_CS_NO.DSP_XXX,MEAP: Service Operation Display (ACO/1889)
800,ZSG_CS_NO.DSP_516,ZSG_CS_NO.DSP_XXX,MEAP: Service Operation Display (ACO/1889)
800,ZSG_CS_NO.DSP_517,ZSG_CS_NO.DSP_XXX,MEAP: Service Operation Display (ACO/1889)
800,ZSG_CS_NO.DSP_518,ZSG_CS_NO.DSP_XXX,MEAP: Service Operation Display (ACO/1889)
800,ZSG_CS_NO.DSP_519,ZSG_CS_NO.DSP_XXX,MEAP: Service Operation Display (ACO/1889)
800,ZSG_CS_NO.DSP_520,ZSG_CS_NO.DSP_XXX,MEAP: Service Operation Display (ACO/1889)
800,ZSG_CS_NO.DSP_521,ZSG_CS_NO.DSP_XXX,MEAP: Service Operation Display (ACO/1889)
800,ZSG_CS_NO.DSP_522,ZSG_CS_NO.DSP_XXX,MEAP: Service Operation Display (ACO/1889)
800,ZSG_CS_NO.DSP_523,ZSG_CS_NO.DSP_XXX,MEAP: Service Operation Display (ACO/1889)
800,ZSG_CS_NO.DSP_615,ZSG_CS_NO.DSP_XXX,MEAP: Service Operation Display (AMAF/1890)
800,ZSG_CS_NO.DSP_716,ZSG_CS_NO.DSP_XXX,MEAP: Service Operation Display (Procurement/1891)
800,ZSG_CS_NO.DSP_718,ZSG_CS_NO.DSP_XXX,MEAP: Service Operation Display (AMIS/1891)
800,ZSG_CS_NO.DSP_836,ZSG_CS_NO.DSP_XXX,MEAP: Service Operation Display (FACS/1820)
800,ZSG_CS_NO.DSP_836_BAK,ZSG_CS_NO.DSP_XXX,MEAP: Service Operation Display (FNSV/836)
800,ZSG_CS_NO.DSP_837,ZSG_CS_NO.DSP_XXX,MEAP: Service Operation Display (FACS/1820)
800,ZSG_CS_NO.DSP_837_BAK,ZSG_CS_NO.DSP_XXX,MEAP: Service Operation Display (FMSV/837)
800,ZSG_CS_NO.DSP_838,ZSG_CS_NO.DSP_XXX,MEAP: Service Operation Display (FASV/1820)
800,ZSG_CS_NO.DSP_838_BAK,ZSG_CS_NO.DSP_XXX,MEAP: Service Operation Display (FASV/838)
800,ZSG_CS_NO.DSP_XXX,,MEAP: Service Operation Display
800,ZSG_CS_NO.PRO_836,ZSG_CS_NO.PRO_XXX,Service operation processor (FACS/1820)
800,ZSG_CS_NO.PRO_837,ZSG_CS_NO.PRO_XXX,Service operation processor (FACS/1820)
800,ZSG_CS_NO.PRO_838,ZSG_CS_NO.PRO_XXX,Service operation processor (FASV/1820)
800,ZSG_CS_NO.PRO_XXX,,Service operation processor
800,ZSG_DEBUG,,Debugging role
800,ZSG_EWM_DO.ADM,,MEAP EWM Warehouse DO Administrator
800,ZSG_EWM_MD.ADM,,MEAP EWM Master Data Administrator
800,ZSG_EWM_TO.ADM,,MEAP EWM Warehouse TO Administrator
800,ZSG_EWM_TO.OP,,MEAP EWM Warehouse TO Executor
800,ZSG_FIORI_ODATA,,for odata services
800,ZSG_FI_AA.PRO,,MEAP: Finance- Asset Accounting Processor
800,ZSG_FI_AP.DISP,,MEAP: Finance- Accounts Payable Display
800,ZSG_FI_AP.LOGI,,MEAP: Finance- Accounts Payable Logistic Invoice Verification
800,ZSG_FI_AP.PARK,,MEAP: Finance- Accounts Payable Transaction Processor-Park
800,ZSG_FI_AP.PARK_1,,Role for test AP.Park
800,ZSG_FI_AP.PARK_2,,Secondary Role for ZSG_FI_AP.PARK
800,ZSG_FI_AP.PARK_BKP,,MEAP: Finance- Accounts Payable Transaction Processor-Park
800,ZSG_FI_AP.POST,,MEAP: Finance- Accounts Payable Transaction Processor-Post
800,ZSG_FI_AP.PRO,,MEAP: Finance- Accounts Payable Transaction Processor
800,ZSG_FI_AP.PRO.PARK,,MEAP: Finance- Accounts Payable Transaction Processor-Park
800,ZSG_FI_AP.PRO.POST,,MEAP: Finance- Accounts Payable Transaction Processor-Post
800,ZSG_FI_AP.VENADM,,MEAP: Finance- Accounts Payable Vendor Master Administrator
800,ZSG_FI_AP.VENCFM,,MEAP: Finance- Accounts Payable Vendor Master Changes Confirmation
800,ZSG_FI_AR.CUSADM,,MEAP: Finance- Accounts Receivable Customer Master Administrator
800,ZSG_FI_AR.CUSADM_CONTACTPERSON,,MEAP: Finance- AR Customer Master Admin - Contact Person Creation
800,ZSG_FI_AR.CUSADM_SHIPTOPARTY,,MEAP: Finance- AR Customer Master Admin - ShipToParty Creation Only
800,ZSG_FI_AR.CUSADM_SOLDTOPARTIES,,MEAP: Finance- AR Customer Master Admin - SoldToParty & Others expt ShipToParty
800,ZSG_FI_AR.CUSADM_STP_PTNER,,MEAP: Finance- AR Customer Master Admin - Change ShipToParty Partner Function
800,ZSG_FI_AR.DISP,,MEAP: Finance- Accounts Receivable Display
800,ZSG_FI_AR.PARK,,MEAP: Finance- Accounts Receivable Transaction Park
800,ZSG_FI_AR.POST,,MEAP: Finance- Accounts Receivable Transaction Post
800,ZSG_FI_AR.PRO,,MEAP: Finance- Accounts Receivable Transaction Processor
800,ZSG_FI_AR.PYMT,,MEAP: Finance- Accounts Receivable Payments
800,ZSG_FI_AR.SOAADM,,MEAP: Finance- Accounts Receivable SOA Text Administrator
800,ZSG_FI_CF.DSP,,MEAP: Finance- Cashflow- Liquidity Planner Display
800,ZSG_FI_CF.DSP_01,,MEAP: Finance- Cashflow- Liquidity Planner Display
800,ZSG_FI_CF.PRO,,MEAP: Finance- Cashflow- Liquidity Planner
800,ZSG_FI_CK.LOT.PRO,,MEAP: Check Lot Prepare for AF
800,ZSG_FI_GL.ACCR_CONTROLLER,,
800,ZSG_FI_GL.ADM,,"MEAP: Finance- General Ledger, Profit Center & Cost Center Master Data Admin"
800,ZSG_FI_GL.ADM_BKP,,"MEAP: Finance- General Ledger, Profit Center & Cost Center Master Data Admin"
800,ZSG_FI_GL.CHG,,MEAP: Finance- General Ledger Document Change
800,ZSG_FI_GL.DISP,,"MEAP: Finance-GL, Profit Ctr, Cost Ctr Master Data & Posting Display"
800,ZSG_FI_GL.DISP_01,,"MEAP: Finance-GL, Profit Ctr, Cost Ctr Master Data & Posting Display"
800,ZSG_FI_GL.MGRP,,MEAP: Finance- General Ledger Management Report
800,ZSG_FI_GL.MGRP_01,,MEAP: Finance- General Ledger Management Report
800,ZSG_FI_GL.PARK,,MEAP: Finance- General Ledger Park
800,ZSG_FI_GL.POST,,MEAP: Finance- General Ledger Post
800,ZSG_FI_GL.PRO,,MEAP: Finance- General Ledger Processor
800,ZSG_FI_GL.PRO.POST,,MEAP: Finance- General Ledger Transaction Processor-Post
800,ZSG_FI_GL.PRO_01,,MEAP: Finance- General Ledger Processor
800,ZSG_FI_GL.SDSP_811,ZSG_FI_GL.SDSP_XXX,MEAP Financial Statement Report Display(LEPO)
800,ZSG_FI_GL.SDSP_812,ZSG_FI_GL.SDSP_XXX,MEAP Financial Statement Report Display(LEAC/1801)
800,ZSG_FI_GL.SDSP_813,ZSG_FI_GL.SDSP_XXX,MEAP Financial Statement Report Display(LERM/1811)
800,ZSG_FI_GL.SDSP_815,ZSG_FI_GL.SDSP_XXX,MEAP Financial Statement Report Display(LEHE/1801)
800,ZSG_FI_GL.SDSP_816,ZSG_FI_GL.SDSP_XXX,MEAP Financial Statement Report Display(LESV)
800,ZSG_FI_GL.SDSP_831,ZSG_FI_GL.SDSP_XXX,MEAP Financial Statement Report Display(FAPO)
800,ZSG_FI_GL.SDSP_833,ZSG_FI_GL.SDSP_XXX,MEAP Financial Statement Report Display(FIAS/1806)
800,ZSG_FI_GL.SDSP_835,ZSG_FI_GL.SDSP_XXX,MEAP Financial Statement Report Display(FIAP/1806)
800,ZSG_FI_GL.SDSP_836,ZSG_FI_GL.SDSP_XXX,MEAP Financial Statement Report Display(FNSV/1805)
800,ZSG_FI_GL.SDSP_837,ZSG_FI_GL.SDSP_XXX,MEAP Financial Statement Report Display(FMSV/1809)
800,ZSG_FI_GL.SDSP_838,ZSG_FI_GL.SDSP_XXX,MEAP Financial Statement Report Display(FASV/1804)
800,ZSG_FI_GL.SDSP_839,ZSG_FI_GL.SDSP_XXX,MEAP Financial Statement Report Display(FASM)
800,ZSG_FI_GL.SDSP_851,ZSG_FI_GL.SDSP_XXX,MEAP Financial Statement Report Display(APCR/1810)
800,ZSG_FI_GL.SDSP_861,ZSG_FI_GL.SDSP_XXX,MEAP Financial Statement Report Display(SCPW/1808)
800,ZSG_FI_GL.SDSP_871,ZSG_FI_GL.SDSP_XXX,MEAP Financial Statement Report Display(PVPO)
800,ZSG_FI_GL.SDSP_872,ZSG_FI_GL.SDSP_XXX,MEAP Financial Statement Report Display(PVSM/1802)
800,ZSG_FI_GL.SDSP_XXX,,MEAP Financial Statement Report Display
800,ZSG_FI_GL.SMANCOMM.RPT,,[Obs] Generate Salesman Report
800,ZSG_FI_GLCLS.PRO,,MEAP: Finance- General Ledger Closing
800,ZSG_FI_ODATA,,FI role for ODATA services
800,ZSG_FSCM_CR.CRDBLK_APPR,,MEAP: FSCM- Credit Block Approver (A&F)
800,ZSG_FSCM_CR.CRDBLK_APPR_1801,,MEAP: FSCM- Credit Block Approver (MEAP-LE)
800,ZSG_FSCM_CR.CRDBLK_APPR_1821,,MEAP: FSCM- Credit Block Approver (MEAP-FAIS&FASS)
800,ZSG_MM_COND.UPL,,MEAP Purchasing Condition Upload Program Administrator
800,ZSG_MM_COND.UPL_836,ZSG_MM_COND.UPL_XXX,MEAP Purchasing Condition Upload Program Administrator (FACS/1820)
800,ZSG_MM_COND.UPL_837,ZSG_MM_COND.UPL_XXX,MEAP Purchasing Condition Upload Program Administrator (FACS/1820)
800,ZSG_MM_COND.UPL_838,ZSG_MM_COND.UPL_XXX,MEAP Purchasing Condition Upload Program Administrator (FASV/1820)
800,ZSG_MM_COND.UPL_851,ZSG_MM_COND.UPL_XXX,MEAP Purchasing Condition Upload Program Administrator (APCR/1810)
800,ZSG_MM_COND.UPL_XXX,,MEAP Purchasing Condition Upload Program Administrator
800,ZSG_MM_CT.DSP_511,ZSG_MM_CT.DSP_XXX,MEAP Contract Display(ACO/1889)
800,ZSG_MM_CT.DSP_512,ZSG_MM_CT.DSP_XXX,MEAP Contract Display(ACO/1889)
800,ZSG_MM_CT.DSP_513,ZSG_MM_CT.DSP_XXX,MEAP Contract Display(ACO/1889)
800,ZSG_MM_CT.DSP_515,ZSG_MM_CT.DSP_XXX,MEAP Contract Display(ACO/1889)
800,ZSG_MM_CT.DSP_516,ZSG_MM_CT.DSP_XXX,MEAP Contract Display(ACO/1889)
800,ZSG_MM_CT.DSP_517,ZSG_MM_CT.DSP_XXX,MEAP Contract Display(ACO/1889)
800,ZSG_MM_CT.DSP_518,ZSG_MM_CT.DSP_XXX,MEAP Contract Display(ACO/1889)
800,ZSG_MM_CT.DSP_519,ZSG_MM_CT.DSP_XXX,MEAP Contract Display(ACO/1889)
800,ZSG_MM_CT.DSP_520,ZSG_MM_CT.DSP_XXX,MEAP Contract Display(ACO/1889)
800,ZSG_MM_CT.DSP_521,ZSG_MM_CT.DSP_XXX,MEAP Contract Display(ACO/1889)
800,ZSG_MM_CT.DSP_522,ZSG_MM_CT.DSP_XXX,MEAP Contract Display(ACO/1889)
800,ZSG_MM_CT.DSP_523,ZSG_MM_CT.DSP_XXX,MEAP Contract Display(ACO/1889)
800,ZSG_MM_CT.DSP_716,ZSG_MM_CT.DSP_XXX,MEAP Contract Display(Procurement/1891)
800,ZSG_MM_CT.DSP_718,ZSG_MM_CT.DSP_XXX,MEAP Contract Display(AMIS/1891)
800,ZSG_MM_CT.DSP_XXX,,MEAP Contract Display
800,ZSG_MM_CT.PRO_XXX,,MEAP Contract Processor
800,ZSG_MM_IM.DSP_511,ZSG_MM_IM.DSP_XXX,MEAP Inventory Management Display and Report(ACO/1889)
800,ZSG_MM_IM.DSP_512,ZSG_MM_IM.DSP_XXX,MEAP Inventory Management Display and Report(ACO/1889)
800,ZSG_MM_IM.DSP_513,ZSG_MM_IM.DSP_XXX,MEAP Inventory Management Display and Report(ACO/1889)
800,ZSG_MM_IM.DSP_515,ZSG_MM_IM.DSP_XXX,MEAP Inventory Management Display and Report(ACO/1889)
800,ZSG_MM_IM.DSP_516,ZSG_MM_IM.DSP_XXX,MEAP Inventory Management Display and Report(ACO/1889)
800,ZSG_MM_IM.DSP_517,ZSG_MM_IM.DSP_XXX,MEAP Inventory Management Display and Report(ACO/1889)
800,ZSG_MM_IM.DSP_518,ZSG_MM_IM.DSP_XXX,MEAP Inventory Management Display and Report(ACO/1889)
800,ZSG_MM_IM.DSP_519,ZSG_MM_IM.DSP_XXX,MEAP Inventory Management Display and Report(ACO/1889)
800,ZSG_MM_IM.DSP_520,ZSG_MM_IM.DSP_XXX,MEAP Inventory Management Display and Report(ACO/1889)
800,ZSG_MM_IM.DSP_521,ZSG_MM_IM.DSP_XXX,MEAP Inventory Management Display and Report(ACO/1889)
800,ZSG_MM_IM.DSP_522,ZSG_MM_IM.DSP_XXX,MEAP Inventory Management Display and Report(ACO/1889)
800,ZSG_MM_IM.DSP_523,ZSG_MM_IM.DSP_XXX,MEAP Inventory Management Display and Report(ACO/1889)
800,ZSG_MM_IM.DSP_611,ZSG_MM_IM.DSP_XXX,MEAP Inventory Management Display and Report(AMMD/1890)
800,ZSG_MM_IM.DSP_615,ZSG_MM_IM.DSP_XXX,MEAP Inventory Management Display and Report(AMAF/1890)
800,ZSG_MM_IM.DSP_713,ZSG_MM_IM.DSP_XXX,MEAP Inventory Management Display and Report(AMLC/1891)
800,ZSG_MM_IM.DSP_716,ZSG_MM_IM.DSP_XXX,MEAP Inventory Management Display and Report(Procurement/1891)
800,ZSG_MM_IM.DSP_718,ZSG_MM_IM.DSP_XXX,MEAP Inventory Management Display and Report(AMIS/1891)
800,ZSG_MM_IM.DSP_812,ZSG_MM_IM.DSP_XXX,MEAP Inventory Management Display and Report (LEAC/1801)
800,ZSG_MM_IM.DSP_812_REF_TRG_LE,ZSG_MM_IM.DSP_XXX,MEAP Inventory Management Display and Report (LEAC/1801)
800,ZSG_MM_IM.DSP_813,ZSG_MM_IM.DSP_XXX,MEAP Inventory Management Display and Report (LERM/1801)
800,ZSG_MM_IM.DSP_815,ZSG_MM_IM.DSP_XXX,MEAP Inventory Management Display and Report (LEHE/1801)
800,ZSG_MM_IM.DSP_833,ZSG_MM_IM.DSP_XXX,MEAP Inventory Management Display and Report (FAIS/1820)
800,ZSG_MM_IM.DSP_833_REF_TRNG_FA,ZSG_MM_IM.DSP_XXX,MEAP Inventory Management Display and Report (FAIS/1806)
800,ZSG_MM_IM.DSP_835,ZSG_MM_IM.DSP_XXX,MEAP Inventory Management Display and Report (FASS/1820)
800,ZSG_MM_IM.DSP_836,ZSG_MM_IM.DSP_XXX,MEAP Inventory Management Display and Report (FACS/1820)
800,ZSG_MM_IM.DSP_837,ZSG_MM_IM.DSP_XXX,MEAP Inventory Management Display and Report (FACS/1820)
800,ZSG_MM_IM.DSP_838,ZSG_MM_IM.DSP_XXX,MEAP Inventory Management Display and Report (FASV/1820)
800,ZSG_MM_IM.DSP_851,ZSG_MM_IM.DSP_XXX,MEAP Inventory Management Display and Report (APCR/1810)
800,ZSG_MM_IM.DSP_851_REF_TRG_APC,ZSG_MM_IM.DSP_XXX,MEAP Inventory Management Display and Report (APCR/1810)
800,ZSG_MM_IM.DSP_861,ZSG_MM_IM.DSP_XXX,MEAP Inventory Management Display and Report (SEMI/1808)
800,ZSG_MM_IM.DSP_861_REF_TRG_SEMI,ZSG_MM_IM.DSP_XXX,MEAP Inventory Management Display and Report (SCPW/1808)
800,ZSG_MM_IM.DSP_872,ZSG_MM_IM.DSP_XXX,MEAP Inventory Management Display and Report (PUPS/1811)
800,ZSG_MM_IM.DSP_872_TRG_REF_PU,ZSG_MM_IM.DSP_XXX,MEAP Inventory Management Display and Report (PUPS/1802)
800,ZSG_MM_IM.DSP_XXX,,MEAP Inventory Management Display and Report
800,ZSG_MM_IM.SDSP_511,ZSG_MM_IM.SDSP_XXX,MEAP Stock Material Display & Report(ACO/1889)
800,ZSG_MM_IM.SDSP_512,ZSG_MM_IM.SDSP_XXX,MEAP Stock Material Display & Report(ACO/1889)
800,ZSG_MM_IM.SDSP_513,ZSG_MM_IM.SDSP_XXX,MEAP Stock Material Display & Report(ACO/1889)
800,ZSG_MM_IM.SDSP_515,ZSG_MM_IM.SDSP_XXX,MEAP Stock Material Display & Report(ACO/1889)
800,ZSG_MM_IM.SDSP_516,ZSG_MM_IM.SDSP_XXX,MEAP Stock Material Display & Report(ACO/1889)
800,ZSG_MM_IM.SDSP_517,ZSG_MM_IM.SDSP_XXX,MEAP Stock Material Display & Report(ACO/1889)
800,ZSG_MM_IM.SDSP_518,ZSG_MM_IM.SDSP_XXX,MEAP Stock Material Display & Report(ACO/1889)
800,ZSG_MM_IM.SDSP_519,ZSG_MM_IM.SDSP_XXX,MEAP Stock Material Display & Report(ACO/1889)
800,ZSG_MM_IM.SDSP_520,ZSG_MM_IM.SDSP_XXX,MEAP Stock Material Display & Report(ACO/1889)
800,ZSG_MM_IM.SDSP_521,ZSG_MM_IM.SDSP_XXX,MEAP Stock Material Display & Report(ACO/1889)
800,ZSG_MM_IM.SDSP_522,ZSG_MM_IM.SDSP_XXX,MEAP Stock Material Display & Report(ACO/1889)
800,ZSG_MM_IM.SDSP_523,ZSG_MM_IM.SDSP_XXX,MEAP Stock Material Display & Report(ACO/1889)
800,ZSG_MM_IM.SDSP_716,ZSG_MM_IM.SDSP_XXX,MEAP Stock Material Display & Report(Procurement/1891)
800,ZSG_MM_IM.SDSP_812,ZSG_MM_IM.SDSP_XXX,MEAP Stock Material Display & Report(LEAC/1801)
800,ZSG_MM_IM.SDSP_XXX,,MEAP Stock Material Display & Report
800,ZSG_MM_IM.STKOFF_615,ZSG_MM_IM.STKOFF_XXX,MEAP Stock Write Down/Off for NC/FA/EDM(AMAF/1890)
800,ZSG_MM_IM.STKOFF_XXX,,MEAP Stock Write Down/Off for NC/FA/EDM (AMAF)
800,ZSG_MM_LA.PRO_812,ZSG_MM_LA.PRO_XXX,MEAP Import Control PO Approval (LEAC/1801)
800,ZSG_MM_LA.PRO_813,ZSG_MM_LA.PRO_XXX,MEAP Import Control PO Approval (LERM/1802)
800,ZSG_MM_LA.PRO_815,ZSG_MM_LA.PRO_XXX,MEAP Import Control PO Approval (LEHE/1801)
800,ZSG_MM_LA.PRO_833,ZSG_MM_LA.PRO_XXX,MEAP Import Control PO Approval (FAIS/1806)
800,ZSG_MM_LA.PRO_835,ZSG_MM_LA.PRO_XXX,MEAP Import Control PO Approval (FASS/1806)
800,ZSG_MM_LA.PRO_836,ZSG_MM_LA.PRO_XXX,MEAP Import Control PO Approval (FNSV/1805)
800,ZSG_MM_LA.PRO_838,ZSG_MM_LA.PRO_XXX,MEAP Import Control PO Approval (FASV/1824)
800,ZSG_MM_LA.PRO_872,ZSG_MM_LA.PRO_XXX,MEAP Import Control PO Approval (PUPS/1802)
800,ZSG_MM_LA.PRO_XXX,,MEAP Import Control PO Approval
800,ZSG_MM_LO.CHG-DOC_812,ZSG_MM_LO.CHG-DOC_XXX,MEAP Logistic Change Material Document(LEAC/1801)
800,ZSG_MM_LO.CHG-DOC_813,ZSG_MM_LO.CHG-DOC_XXX,MEAP Logistic Change Material Document(LERM/1801)
800,ZSG_MM_LO.CHG-DOC_815,ZSG_MM_LO.CHG-DOC_XXX,MEAP Logistic Change Material Document(LEHE/1801)
800,ZSG_MM_LO.CHG-DOC_831,ZSG_MM_LO.CHG-DOC_XXX,MEAP Logistic Change Material Document(FAPP/1820)
800,ZSG_MM_LO.CHG-DOC_833,ZSG_MM_LO.CHG-DOC_XXX,MEAP Logistic Change Material Document(FAIS/1820)
800,ZSG_MM_LO.CHG-DOC_835,ZSG_MM_LO.CHG-DOC_XXX,MEAP Logistic Change Material Document(FASS/1820)
800,ZSG_MM_LO.CHG-DOC_836,ZSG_MM_LO.CHG-DOC_XXX,MEAP Logistic Change Material Document(FACS/1820)
